text,label
"@user sei lá mano kkkkk pq a kkk foi uma puta seita racista, não sei como geraria conteúdo com esse @user sem ter tom racista",0
"""pau pra toda obra"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Tirei Sua alma gêmea é de Touro, Virgem ou Capricórnio! https://t.co/6k49hv4X3m",0
"mano q odio q eu tenho quando quero ficar com uma pessoa ai ela vai e fica com outra pq tipo, ta no direito dela né, ela nem sabe oq eu quero, ai eu vou e fico puta com isso
ao mesmo tempo em q sei q é errado e babaca, não consigo evitar",0
"Amanhã o pau quebra da melhor forma como de costume, as vendas vão até hoje às 19:00, chama na dm pra nós desenrolar a melhor de tu garantir o ingresso..
#VemDeSainha https://t.co/yU5v4g0ltp",0
@user @user @user fdp nem p me cortar kkkkkkkkkkkkkkkkkkkkk,1
"""parem de desmerecer que esta tentando acertar"" ele nao ta tentando acertar ele ta tentando (e conseguindo) ganhar dinheiro 🗣️ https://t.co/7En36Zqnf7",0
brasil ganha essa porra eu confio,0
"@user @user moleque totalmente dependente do tony stark, todo mundo sabe que ele é o homem aranha, chato pra crlh... quer mais?",1
"fav: @user

🤮 - primeira impressão: chata, irritante 
💘 - nível de proximidade 0 - 10: 0
✨ -  uma mensagem pra você: te odeio feia 
 🥵 - ppp (dm) 
 
é o tédio vamo",1
@user tenho algo um pouco parecido quando eu pinto minhas unhas. o choque deles eh muito engraçado,0
"isto é um lomotif de vdd, o resto é resto",0
@user @user deus foi bom vc meu mano kkkk,0
"coisas q notei
1) ele n usa tenis de corrida. burro
2) corre de agasalho, oq é coisa de psicopata. n sente calor n?
3) rude com o avô!!! o velho é mt legal fiquei irritada",1
"eu queria muito ir p baile do papato na cidade das artes final de agosto, vai ficar muito pica",0
@user também né o amigo só quer fluxo,0
"Aqui ó, numa boa, cada um na sua, ninguém se metendo na vida do outro, quem quiser morrer à vontade, quem quiser se iludir ok tudo bem, enfim, um grau mais civilizatório de vida... só queria fazer uma perguntinha básica: tem coisa mais ordinária do que rap melódico?",1
@user @user já já ele vai chorar pro lobostao,1
atualmente apenas uma pessoa sabe de 90% das coisas da minha vida. é uma confiança mutua espero q dure pra um crl.,0
rt @user ta com deus fml porra,1
"zamix ta pior que oi, toma no cu em",1
quem me mandou msg no insta e apagou em? aparece logo deixa eu nervoso não carai,0
"Porra...se eu tiver que fazer esse processo todo para quebrar um ovo vou morrer de fome, custa quebrar o ovo devagar com uma colherzinha??? https://t.co/OO3l96lUeV",1
"no meio do hype cai a net tnc, mas fodac, hoje é #gokbm dalee",0
"@user vsf nayane, nem quero assunto contigo",1
"Eu na cama e ele na sala a mandar fotos da piça, ""mostra-me a tua xaroca quero comer a tua xaroca"" faz te um homem porco de merda https://t.co/6GVEo4VIri",1
@user kkkkkkk eu lá concentrada a mina me puxando kkkkkk maluca porra,1
"doutor eu não me engano, fdp é corinthiano. eu não sabia mais oq fazer mandei corinthiano e pra casa de fuder😅",1
rt @user vou colocar essa foto até no meu rg vei pqp tô sem palavras 😍 https://t.co/coqksg9swp,0
tem gente que se acha a odiada né kkkkkkkkkkk miga para que tá feio,1
"@user @user Não é oq a maioria percebe, eu já vi elas mudarem detalhes minúsculos, a questão inteira é originalidade enquanto elas seguem uma coreografia, se for ver em outros grupos, vc consegue perceber essa essencial, essa originalidade até em algo coreografado",0
"Jennie falando que coisa boas estão vindo aí eu fico &gt;será que é o solo, será q é o feat, a surpresa de aniversário ou comeback pqp não sei mais em que pensar 
https://t.co/RcF56Bgh0S",0
carlho que jogão porra,1
"@user ai, ce vai falar com as pessoas depois do bate papo? quero demais te dar um abra莽o mesmo",0
"@user Não sabe nem escrever o nome do grt direito!! Ainda quer vim aqui fala de um anjo, só Deus na causa dessa pessoa mal amada. Viado é quem fez esse miserável!!",1
"Ai vai se foder, essa galera é tão acomodada que não consegue usar uma palavra com 3 letras antes das coisas 
&gt;CIS&lt;
Porra que ódio, cansado de ler bobagem na tl por conta de vocês 
Coloca no tweet 
HOMEM CIS
MULHER CIS
NÃO é difícil CARALHO",1
lugar onde vende um dos melhores salgados,0
@user isso amigo é assim mesmo,0
@user @user @user @user @user @user fofocada.... kkkkkk,0
"caraça, a beleza da sua namorada é de outro mundo,nmrl... — Ainda,brabona fala tu...
Vagabundo Da Uma De Maluco, Pprt! https://t.co/VA6tXMznsu",1
"é cara, pelo visto independentemente do lugar, eles nunca prestam atenção quando o assunto é esse..",0
tpm atacando com for莽a e pra completar ainda estou com 38 d febre,0
sera q consigo te pegar antes do aquecimento global matar todo mundo?,0
@user cansou de passar raiva com esse tive e veio pra tirar o time da lama,0
"rapá, essa é a mesa mais limpeza já postada na história das interwebs",0
"@user princesa isabel, pb. quero ver não respeitar",0
@user onde você parou?,0
Mano muito estranho ter uma mulher que limpa a casa pra gente da uma vergonha kkkkkkkk acordei e ela ja tava aqui to trancado no quarto ainda e quero levantar pra lavar a lou莽a pra pelo menos fazer algo,0
"@user acho que só a primeira tava ótima, pq tipo ia passar uma mensagem e pronto",0
gente o olhar dessa garoto nem disfarçamos rs,0
"Ap贸s grande an煤ncio de Anitta, pai da diva causa e se diverte ao falar dos 鈥渄otes sexuais鈥� de Pedro Scooby: 鈥淓sse filho da m茫e 茅 bom de cama鈥� https://t.co/owOgG6dLCf (Foto: Reprodu莽茫o/Instagram) https://t.co/8LdVGKG4au",1
@user @user @user começam marcando o diego e sempre sobra pra mim o b.o vsf,0
em 2017 eu e o davy se chamando de monica do caralho.....@user  era too,1
mano a natalia é loucaaaaaaa loucaaa de pedra,0
"rt @user - ta com raiva?
- não.
- então olha pra mim.
- https://t.co/b6ttnzueqy",0
"@user simm, isso que ia dizer! o único tipo de asmr que eu ouço e de fato fico relaxada é o barulhinho de chuva, mas os outros eu realmente fico muito agoniada",0
"tava assistindo vôlei e falando que tava me arrumando, pqp pq ana carolina me conhece tão bem",0
"podem me chamar de rodrigo goes, breve breve todos saberão pq @user",0
@user ou ser viado e jogar shades nos clientes,1
meu momento atual:,0
"caralho, o nível dos detalhes, mt foda, passei a seguir",0
"• ninguém escapa do rebuceteio
• te beija e já quer namorar
• se tu da uma esperança já significa que cês vão casar e morrer juntas 
• até hétero gosta https://t.co/ox8o3MDKSY",1
rt @user imagina o pai acompanha o filho no karatê hoje 🤣🤣🤣👏 https://t.co/7xc5pqpxhi,0
já vai aprendendo @user,0
@user suprema esculhambação é a vergonha nacional #stfvergonhanacional,0
prc n acredito que perdi meu swoosh do travis no na praia pqp,1
q ótimo antes ninguém queria ir no dubdogz agora q n vai ter lista todo mundo quer amo meus amigos,0
rt @user eu de madrugada quando minha mãe entra no quarto e eu to mexendo no celular https://t.co/ovszb3an9n,0
"rt @user @user @user come minha irmã fdp !!!
❤️",1
"rt @user esse frio só queria um leite quente , e não é o da vaca",0
"@user @user @user Sabe qual a pauta da discussão ?
Ricardo Galvão exonerado por dizer a verdade sobre o desmatamento, mas o bostão do seu presidente disse que era mentira, e não apresentou nenhum dado e argumento para rebater. Ele foi demitido por dizer a verdade, e n vai parar aí, outros tbm vão.",1
mano logo no nosso dia eu quero chorar,0
eu to tentando entender at茅 agr isso https://t.co/z1moocbfuj,0
Ai VeLHo qUe QuE cÊ qUeR cOmIgO pOrrA qUE disGRAça VeLhO o SEu aRRombADinho qUe sAcO veLhO mANo sAi daKI vÉi NADJSKWKENSNSODNKS pOrra qUe disGRAça velho SAI DE MIM qUe bosta vei,1
"@user sim sim, pior geração é a nossa 🤦🏾‍♂️",0
"fico puta só de olhar, caralho",1
"mnr eu chorei, sentir pra crl mas tb não sai perdendo não vai tomar no cu po kkkk",1
"Aí meu homão da porra chega gritando “gata, gata, trouxe mimos” 

quando vou ver os mimo são mel raiz e cervas 

Caralho esse cabra é o amor da minha vida mermo",0
@user tava puto pra crl,0
"Hoje é dia de Grêmio Rock Club aqui na Rádio Hospício Tricolor.
E o guichê de pedidos musicais já está abertoooooooo
Faça o programa com a gente.
Peça teu som aqui em baixo ⏬ e vem curtir hoje às 20hs.
📻 https://t.co/je0ZAobD0W
#RadioHospicio #Gremio #Rock #GRCdoHospicio https://t.co/tgPPMmI2ta",0
é de amigxs assim que a humanidade precisa. deus te proteja de todo mal moça!,0
"odeio mentira, se for fazer algo nas minhas costas, faz certo, de um jeito que eu nunca vou descobrir, pq se eu descobrir, é vacilo na certa cmg",0
"@user ""8 dessas 10"" só tem 9 porra kkkkkkkkkkkk",1
rt @user hoje as 20hrs tem multirao de votação pro premjio multishow!! https://t.co/bppufxv4va,0
estou só minha mãe mandando eu pegar sol na telha  do vizinho kkkkk,0
@user carai joão me deu unf memo né,0
@user carai sou cinefilo dmais,0
roberta perfeita do caralho,0
"rt @user a próxima pizza é bom estar escrito: ""monsta x 2020 no allianz hall' 😤 https://t.co/w95nkgagaj",0
"rt @user após estudar inglês por pelo menos 8 anos, somente 5% dos brasileiros (que estudaram em pública ou privada) falam inglês.",0
"Eu acho um absurdo mulher bonita dando em cima dos mesmos homens feios que eu. Poxa mana, tu tem potencial pra bem mais que isso. Deixa os feio pra gente que é mal talhada.",0
"o Dia da Sobrecarga da Terra foi ontem, dia 29/07, ou seja esgotaram todos os recursos que tinha p 2019

temos apenas 18 meses p reduzir o aquecimento global

galera, está mais do que na hora de acordar, se informar e espalhar essas informações. é o NOSSO futuro, NOSSO planeta",0
"que vê , tô toda de boa superada aí o capeta manda msg e fode com tudo",0
"Até quando esses homens e mulheres irão atrapalhar o nosso país? Até quando eles acobertarão corruptos, travarão ações do Governo ? A Hora do BASTA está chegando. Não abusem da paciência do povo brasileiro. Se dêem o respeito para serem respeitados.
#STFVergonhaNacional https://t.co/3OAqr1WMnA",0
"@user @user vai tomar no seu c*, põe a porra do impeachment do toffoli e gilmar na pauta.",1
rt @user aquela pegada na pica pra mostrar que a pica ta duraçaaa. pelas veias dar pra notar 💪🍆 https://t.co/otvccjdeq1,1
rt @user taca-lhe pau https://t.co/ziy79wxdhm,1
"rt @user a pior parte de ter shows são os status, pqp parece até que vai gravar um cd do show",0
como acreditar q o daniel alves agora vai vestir o mesmo manto q eu pqp q viagem porra,0
@user o bom gosto pqp,0
"pérola tá terrível , ela se acha grande",1
@user chupa meu pau,1
"não sei se compro uma calça ou vou com a roupa q comprei msm, porra q tempo feio acabou com meu look",1
eu nao consigo manter um assunto por muito tempo em uma conversa sem me distrair ou esquecer o que eu tava falando,0
"@user @user Esse palhaço fala em constituição federal, o próprio stf está limpando a bunda com a constituição... 
#STFVergonhaNascional",1
"@user não se ele tiver encomendado o ""serviço""",0
mais um fim de semana e mais mentiras q terei q inventar p n ver nenhum macho 🙏🏼,0
caralho q petardo filho,1
"@user @user Bobao, petistas nao tem vez nesse governo,me diz oque esse fdp ganha vazando informao pra jornais estrangeiro e dados do gov brasileiro pra outros paises!",1
"@user @user @user a corja é grande, infelizmente!",0
"juanfran está perto de jogar o br, tnc esse ano o br vai ficar o crime",0
rt @user preciso comprar um chinelo,0
que dor de cabeça maldita,1
eu to mt cansadaaaaa pqp,1
"rt @user mô, o menino só foi um péssimo namorado e é imaturo, isso não faz dele um macho escroto po",1
"Já tivemos fanservice o bastante com ele usando o mjolnir, voltar pra acabar com tudo o que a Peggy construiu foi uma atitude ridícula dos diretores e algo que Steve JAMAIS faria.",1
ai como eu fico irritada fácil mds,0
rt @user ser o mais feio e chato em todos os seus grupos de amigos é essencial https://t.co/vhpsgrzho9,0
tive a entrada mais épica nos carrinhos de choc ontem,0
@user bandido dissimulado. esse sérgio moro é uma espécie de mal caráter com ditadura e pitadas de atraso.,1
"Dois anos atrás: vei, não me chama de amiga, nem miga, pqp que trem falso
Hoje: amigaaa, miga vem aqui, aí miga, amg amiga amigas amiga da tudo, até pra minha mãe",1
"rt @user acordei no ritmo mc brinquedo pra pegar esse ônibus:
caralho
caralhooooooooooo",1
"rt @user e tem gente q fala q 茅 bobeira eu n茫o gostar de pegar uber/taxi sozinha, e adivinha, geralmente quem diz 茅 homem 馃し鈥� https://t.鈥�",0
eu sinto um nojo mto grande desse arrombado,1
alguém avisa pra minha mãe que rotina é chato?? pqp todo dia a mesma coisa q saco só quero ficar na minha vey,0
@user o jeito que tu é o amor da minha vida é diferente,0
"rt @user se não gosta morde as costas
habib és https://t.co/nmafmqqtgr",0
rt @user vê se isso não é uma puta de uma meta de relacionamento https://t.co/ly5yb50lhj,1
"só da pessoa achar que o sotaque dela é o centro do brasil portanto só pode significar que quem tem sotaque é ''o outro e não eu'' já mostra que a pessoa é arrombada no último nível

reflita",1
"hoje eu to trabalhando movida pelo ódio 

quer menu? toma leva todos e enfia no cu",1
"rt @user toda vez que eu vejo alguém escrevendo ""garotx"" eu tenho vontade de gritar

filho da puta x não é pronome neutro para de usar…",1
ator do primeiro 'o exterminador do futuro' se recusa a retornar: 'eu acho isso ridículo' - https://t.co/7qlgrqwjxf https://t.co/qnfkr00wuk,0
"me toquei agr q eu e o enzo estamos fazendo 2 anos e 3 meses de namoro hoje, é coisa pra caralho né pqp",0
como pode ser tão idiota por um projeto de barbie,1
"ei porra, as carne treme tudo sem condições",0
@user ah pronto fdp,1
@user ce posto ontem q nunca ia parar de fumar retardado,1
rt @user não preciso nem me comparar mais com as pessoas pra me sentir um lixo 🤩🤩🤩,0
"@user esse cara sorrindo é sinistro, parece o coringa que dei errado",0
sonho d mulher,0
"tem gente que não gosta das pessoas só porq ela feia, mal sabe ela que blz acaba um dia",0
jun tá em todo lugar senhor kkkkkkkk,0
"no no é o caralho 
bem feito, só pra ficar esperto",1
"Amanhã (3) é dia do Leão! Desta vez rugiremos mais cedo que o habitual, às 11h.

Vamos com tudo para cima do Brasil de Pelotas em busca dos 3 pontos!

Quer mais informações do dia a dia do Leão? Acesse: https://t.co/fjndLdZZvJ https://t.co/osyUMEqobG",0
"@user @user apelidado de ""lenin"".",0
eu amo esse vídeo da lisa pqp,0
"rt @user sou fã  desse gordinho, tnc bala nos polícia https://t.co/c3jqtsbpj5",0
rt @user será que todo mundo que fala de sexo o tempo todo  sabe fazer? 🤔,0
sempre dando meu melhor e confiando em deus!馃挍,0
"@user @user O babaca do diretor do INPE queria colocar todo o aumento desde 2017 a 2018 na conta do Bolsonaro com apenas 6 meses! Tá certo isso? O Min. Ricardo Salles e o Bolsonaro não negaram aumento, mas apenas questionaram a culpa do Bolsonaro, como o imbecil queria dar entender que era!",1
rt @user hoje é o dia oficial de chorar,0
"@user puta que pariu, vsf mlk 😂😂😂😂 que jogada foi essa ? 😱🐳🙌🏽",1
@user caralho cara para de me expor que inferno,1
"@user GRENAL é a maior rivalidade do país, em seguida vem o ""derby da capital paulista"", contudo a rivalidade que mais cresceu na última década foi Santos x Palmeiras, sem dúvidas.",0
"Não existe nada mais lindo do que mulheres trocando informações pra não entrar em furada com macho escroto. As mulheres deviam ouvir mais as outras, salvo alguns casos né, porque tem sempre alguma exceção.",0
rt @user aí meu caralho https://t.co/qxlfdxn9oq,0
oi posso te chamar? — chama ue https://t.co/x9w4pttipe,0
"rt @user stays gringas onde voc锚s est茫o nas vota莽玫es e comeback que eu n茫o vejo? 
#bangchanselcaday @user
https://t.co/6olzrlpa鈥�",0
"pau no seu cu, quem paga meu gole sou eu, então foda-se o que tu pensa ou acha sobre mim",1
"rt @user mama a tia? pode por seu pau no meio tb, garanto que são bem macios! hehe

não esquece de compartilhar a fotinho ta? https…",1
"@user @user @user kklkklk, fonte secreta n tem q dizer...",0
acho q já gastei mais de 300 reais com essa porra,1
"@user acho q eh 95.2 n sei
eh dps da interativa e ta passando thunder da imagine dragons",0
"Odeio quando os mais velhos falam ""vc é muito nova pra estar cansada"", tá bom Lurdes vc é muito velha pra estar viva mas cá estamos https://t.co/ba496adBsx",1
"De qualquer forma, é uma bela canção e a sua letra também nos ajuda a aprender inglês

Tem na letra:

- Picture yourself  – Imagine-se
- Towering  – elevando-se
- fountain – fonte
- shore - costa, litoral
- turnstile – catraca

Certinho aê?

See you next tweet!",0
pau no cu do cidade nova,1
ai nao da sou mt sm stan pqp ..........,1
olha que coisa linda do crlhooooooooooooo pqp💜💜😍😬,1
já abro o free fire perdendo 30 pontos na ranq vai tomar no cu mundo,1
novamente concordo com o velhote,1
"rt @user mano, da onde saiu esse frio da porra?",1
"@user é de uma msc
"" as manhãs viram, porque nenhuma escuridão, nenhuma estação,pode  durar para sempre""",0
@user @user @user hostia puta,1
porra quero saber quando vai rolar a copa iesk,0
"@user @user arruma nada, essa guerra é falida, a legalização é questão de tempo, pau no cu de quem n gosta #legalizejá",1
"porra bicho que jogo sofrido  caraio, mas felizmente as gatas ganharam",1
pqp ontem foi demaisssss,0
rt @user cr meu sonho mas eu nao consigo de jeito nenhum https://t.co/uyoy875naz,0
puta merda eu sou um porreeeeeeeeee,1
estou como o thor no endgame: gordo e bêbado,1
"tá porra , vôlei tá pegando fogo , brasil é bem dms",1
"@user Esse cara é misógino e certamente sente tesão por outros homens. Conheço vários assim: cristão, casado, pai, sempre que tem oportunidade destila ódio contra mulheres e tem um grande tesão reprimido por homens.

Nem da ibope pra criatura, Patrícia, é mais um medíocre bolsonarista.",1
@user tá soltinha em puta,1
@user @user tão inocente! a caminho da praia.,0
@user você se deixa tragar pelo buraco.,0
1h30 para sair de casa e estou deitada no sofá como se nada fosse,0
"ficar arrumando treta sem sentido contra mulheres ou homens não vai mudar porra nenhuma na realidade, 
só digo isso 
boa tarde",1
"como foi tua viagem? — foi boa pra caralho, literalmente a melhor da minha vida https://t.co/ksqpiojpgt",0
nunca vou entender crítica de música com avaliação em nota,0
"@user quero entrar nessa onda, pois quero muito contribuir para desinfectar o país do lixo esquerdista que nos atrapalha há anos.",1
"Passivo sofrendo no pau do negão. Olha o tamanho desse pau.

@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user https://t.co/UzxnBsk93x",1
vai se foder piper desgraçada de linda do caralho,1
deus do c茅u o tanto q a maria j煤lia n sabe ouvir n茫o 茅 diferente e o tanto q isso me estressa n茫o t谩 escrito,0
"há dois anos ela entrou pro meu grupinho da faculdade, eu elogiei a triforce na camiseta dela dela e ela disse que eu tinha a voz muito afinada https://t.co/ITFaXyfLfu",0
"eu fico mais puta porque ontem EU deixei a cozinha inteira arrumada pra não ter problema, aí meu tio vem pra cá, suja todas as panelas e larga tudo sujo pela casa inteira e sou eu quem tem que arrumar? pau no cu dele",1
"@user @user Claque (do francês para ""aplaudir"") é, em sua origem, um termo que se refere a uma equipe de profissionais para aplaudir espetáculos em teatros e casas de ópera francesas.",0
rt @user vou me pôr no caralho um dia destes,1
@user aí a gente faz a velha pergunta: que fãs?,0
"@user @user mais lindo que o cr7, fdp",1
"rt @user ""eu sou assim"", foi a desculpa. há quem tenha a natureza de machucar o outro? 

não sei, mas minha natureza é a de me…",0
gente a nova temporada de ahs parece tá incrível  https://t.co/nnunp20th9,0
"@user isso é verdade mesmo, querendo ou não é um reality como outros, eu só fiquei puta pq o tweet rebaixou o smtm como se ninguém la fosse bom lá e isso não é verdade, puts pensa como seria mt legal uma participação do bts nem que seja como feat",0
se ngm for cmg nessa feirinha vou ficar mt puta pq todo dia nego me cobra pra ir lá,1
"Eu não quero ter que ver um monte de gnt pedindo o números de estranhos p fazer amigos e, só de pensar nas chances de encontrar aqls gurias dnv me assusta. MEW e se elas me reconhecerem? E se meu pai perceber q são elas?",0
"Eu falo que meu quarto não tem muita personalidade porque ele tem coisa de várias gerações que nele viveram, mas na real até que tem cara de Maria Clara mesmo
ainda mais a bagunça",0
"4. nossos esforços cotidianos para reduzir o uso de água em casa são importantes, mas são insignificantes comparados à eliminação da carne do cardápio, uma vez que são utilizados entre 10 e 20 mil litros de água para produzir apenas 1kg de carne bovina.",0
"""se pá tu mama"" é o caralho",1
rt @user sdds época que eu enchia o cu de bebida e n ficava ruim no outro dia,1
"rt @user se for namorar pra isso, termina porra https://t.co/ux6zu5dyjl",1
pqp fico feliz dms c essas coisas td da certo,0
eu com uns 4 quilos a menos ia fica um nojo,0
"@user caralho mlk, vc tem problema? kkkkkkkk",1
simples assim.,0
"só sei que beijei mulher e homem, coisa feia🤦🏾‍♀️",0
@user @user É revoltante o povo ter que ser oprimida pelo um Judiciário que só defende a corrupção .. não podemos deixar esse defensor de organização criminosa calar a verdades de uma nação ....,0
finalmente vou ter aula nada mais que nada menos com dra. adriana sarmento...,0
@user eu cai no mato vsf kkkkkkkkkk,0
"caralho, como tá difícil esse dia...",1
amo barões da pisadinha caralho,0
@user kkkkkkkkkkkkk indie puto fodasse,0
rt @user mas gente com quem q vcs tão transando kkkkkkkkkkk https://t.co/zjuft6vaod,0
rt @user mais alguém fica vendo isso flutuando no olho do nada ou sou só eu https://t.co/ii4cqaxkb0,0
"@user @user kkkkkkk dois meses anna júlia, dois meses",0
"Harry durante uma conversa com o Nick Grimshaw [Entrevistador] para a BBC rádio em 2012. 

N: ""Harry Styles está grávido, e o Louis Tomlinson é o pai. Você pode confirmar ou negar?""

H: ""Eu pensei que fosse verdade, e aparentemente não é.""

N: ""Você fez o teste? 

H: ""Sim."" https://t.co/cEqO0VVLDn",0
"rt @user sco pa tu mama aqui e chupa ali
fé

morri kkkkkkkkkkkkkkkkk https://t.co/behrckef2o",1
"rt @user @user vsf mlq, estamos te esperando até agr",1
"@user Pergunta com o Daniel Alves que é senão o melhor, um dos melhores do mundo em atividade, não seria melhor investir em outra posição? Dito isto, de qualquer forma é um puta jogador e o Cuca se vire pra montar o time....kkkk",0
rt @user humm ultimamente t谩 dif铆cil ser eu,0
@user @user vai tomar no cu skkdkk,1
"Porquê este meliante não está em penitenciária comum?  Não queremos pagar mais esta conta$. Este fdp já nos deu muito prejuízo, incalculável!! Quanto esta custando$$ por mês manter este elemento aonde está ? Não pagaremos mais! Já fomos roubados demais!   Chega!! https://t.co/NrHE5VchkY",1
pqp ele piscou ou foi outra coisars,1
eh o meu vídeo favorito da internet,0
parece tédio mas é só dor nas costas,0
@user @user eustáquio filho da puta!,1
"Os São Paulino tão sentindo o gosto que os flamenguistas sentem com altas e boas contratações, é tão fazendo exatamente o que fizemos. Critica agora carai pq a gente “se achava” kkkkk",1
"o pessoal ta perdendo a noção do ridículo, respeitem o relacionamento das pessoas porra!! independente se vc ja teve uma história c a pessoa, nao te da o direito de atrapalhar o relacionamento atual, pqp maturidade -10.",0
"AAAAAAAHHHHHHHH Caceteeeeeeee, Porra, que voltem as panelinhas el o Julgamento dos outros 
 AAAAAAAHHHHHHHH Aaaaaahhhhhh https://t.co/GOt1C3rWUf",1
eu sou muito parecida com o meu pai eu odeio isso eu gosto muito do meu pai mas ele eh muito feio,1
"@user tem da Uraraka e Deku que por mim fodase
já os caras verem a porra de 1 ficar vermelho MESMO QUE SEJA DE DOR ELES CHEGAM E FALAM: ''NOSSA, TÁ VENDO COMO O BAKUGOU GOSTA DA PIROCA DO RUIVO VIOADO??????????''",1
justo hoje que eu esqueci minha garrafinha de água eu subi correndo as escadas pra não me atrasar e agora mal consigo respirar pqp,0
fx cantou no sm town pqp,0
rt @user @user rio grande são!!!,0
"o bahia é foda demais pqp, gigantes",1
OP: [...] Por cerca de 3 meses todos nós pensamos que aqui eles estavam apenas “sussurrando” quando na verdade estavam “esfregando as bochechas enquanto fingiam sussurrar durante um discurso de aceitação do prêmio”. https://t.co/ZiTL1kGJFz,0
amanha quero estar tomando uma cervejinha lindaa,0
"se fuder p lá, eu em",1
"mas eu parei, essa porra doi",0
rt @user não quero perder essa cena por nada kk https://t.co/uaaigxslqf,0
@user olha o meu tt o pau no cu,1
o meu eu irracional falando com meu eu racional pra usar o cartão de crédito,0
"não tente foder com o meu piscológico, se não eu vou acabar fodendo com o seu!",1
@user para de falar merda desgraçado n me faça ir aí pra te bater,1
"@user @user kkkkkkk linda e conservadora, já @user feia e de esquerda hauhauhua.",1
@user s贸 dessa vez,0
"viado tem, tem umas mina no twitter que me fazem querer chorar... pelos olhos mesmo, pq eu sou horrível dms",1
@user sua m茫e sabe das coisas.,0
"A @user é tão lixo,  que colocaram vídeo da torcida do Fortaleza fazendo festa e falaram que era a torcida do framengo. 
Fecha as portas lixo de canal.",1
frio pra caralho pra tomar banho,0
"pior coisa do mundo é ressaca, vsf😡😡",1
"Padrões estéticos como cortes de cabelo, forma de vestir ou obrigatoriedade de uso de bonés ou boinas não podem ser exigidos dos alunos. https://t.co/z9BXLSxVHY",0
carai to acabado mds,0
@user cadê o trailer porra?,1
"@user é cada doido, pqp. o brasileiro medio ta cada vez mais retardado",1
"És bue magro
Nao te dao comida em casa
Se vem o vento desapareces
Se fosses mais gordo
Tens de comer mais
Entra num ginasio
So precisavas de engordar uma becka
Come comida como comes gajas

VAO PO CARALHO FILHOS DA PUTA https://t.co/TfFLRzJydU",1
@user vacilação é lixo kkkk,0
rt @user vou voltar a ser filha da puta como era,1
rt @user aquela sensa莽茫o topissima de estar incomodando https://t.co/nuaojkl0xq,0
"O dia tinha tudo pra ser perfeito agora vou ficar sofrendo pensando nas consequências disso. Quase 3 mil reais de multa. 
O funeral vai ficar mais barato",0
rt @user mulher de cabelo vermelho é o capeta em forma de gente pra levar a gente fazer merda. https://t.co/6t8qkdoiit,1
maldita expressão corporal https://t.co/beadcx3rcs,1
rt @user no momento assistindo o vôlei feminino e alimentando meu crush na tandara https://t.co/afoqahpxd6,0
"@user a maioria é, eu não sei pq o pessoal do anitwitter tem essa tara tão grande por p3, pra mim p4 é bem mais jogo.",0
"@user Que triste notícia para a ciência brasileira, o Sr. como um cientista, que é, deveria aproveitar esse absurdo e se afastar desse governo, repleto de iletrados, que não respeitam sua classe... sai antes que fique sujo por essa imagem e volte a defender seus colegas cientistas...",0
olhem a morte a correr porra kkk,0
"é tudo ou não, caralho! https://t.co/ougo6jfnl8",1
"@user porra com medo? estava distraído meu mano, deu sorte kkkkkk",1
"rt @user acordo com a barriga linda, como uma maçã já fico baleia que porra é essa",1
que calor nessa cidade puta merda,0
na moral real oficial que o yohan nasceu com o cu virado pra lua porque nao eh possível alguem ter tanta sorte na vida como esse rapaz,0
"é aquilo né, maldito é o homem que confia em outro",0
"@user filhaaa da puta
é corinthiano",1
"me recuso a sair de casa nesse frio do caralho, só quero minha cama",0
@user @user eu e ele é dois idiota kkkkkkkkk e olha q eu ainda avisei ele,0
@user vtnc kkkkkkkkkkkkkkkkkk quer me gastar ô pouca pern,0
"rt @user caralho, que jogooo",0
"vai se fuder esse povo que não tem respeito nenhum, avisei pra caralho e ainda faz merda, nunca mais entra aq em casa",1
@user pqp mlq kkkkkkkkk,0
"era depressivo pra caralho, isolado e só tinha contato com o próprio irmão porque a família dele o negava, passou 37 anos entrando e saindo de hospício, cortou parte da própria orelha por ser emocionalmente instável e cometeu suicídio pra vir o jovem 129 anos depois e romantizar https://t.co/p4Vri0TtXV",0
rt @user acho q 7 de setembro deveria dar tipo 5 pontos...,0
"@user Todo bobo, foi promovido para a coluna de fofocas do @user se continuar assim logo logo vai esta apresentando o #Fofocalizando",0
@user kkkkkkkkkk ah porra,1
ouço todo dia me achando o gângster,0
"somos a for莽a que o @user nega,abstrai e humilha!!!",0
queria fazer um botox no cabelo mas o meu acabou🤦,0
uma tragédia. o que estão fazendo com essas crianças é de uma maldade sem tamanho.,0
@user tomei foi no cu vei,1
"macho é um nojo ne?                      se vc n responde o charlate BOSTA ja fica todo putinho.              meninos, entendam:
1- nao somos obrigadas a nada
2- nao somos obrigadas a nada
3- NAO SOMOS OBRIGADAS A NADA, eu hein

pau no cu de vcs",1
eu te amo minha puta preferida 😂❤️ https://t.co/jb1bbardoa,1
rt @user bando de sem vergonhas #stfvergonhanacional https://t.co/xxtfmhqftm,0
"@user o pior eh q ele foi tudo isso mt perto do período das eleições 
ele inclusive veio com papinho de ""ahhh vou votar nulo pq pt eh feio e bobo"" até todo mundo meter o pau nele",1
